Partition	Size	Members
1191_0	7	transcript/4345,transcript/5727,transcript/5132,transcript/8498,transcript/7457,transcript/43721,transcript/3927
119_0	5	transcript/1859,transcript/931,transcript/1454,transcript/1322,transcript/1095
1192_0	5	transcript/4671,transcript/6478,transcript/6886,transcript/9102,transcript/8537
1193_0	5	transcript/8639,transcript/5322,transcript/6143,transcript/6557,transcript/7985
1193_1	4	transcript/4362,transcript/4904,transcript/7148,transcript/6493
1194_0	3	transcript/4446,transcript/5065,transcript/4754
1196_0	2	transcript/5445,transcript/4597
1197_1	2	transcript/8415,transcript/6247
1198_0	4	transcript/5672,transcript/6791,transcript/4445,transcript/5941
1199_0	6	transcript/4495,transcript/6144,transcript/4307,transcript/6294,transcript/5191,transcript/4272
1_0	7	transcript/2032,transcript/23082,transcript/607,transcript/746,transcript/982,transcript/64465,transcript/43359
1200_0	2	transcript/4527,transcript/5374
1200_2	1	transcript/4979
1201_0	4	transcript/7037,transcript/6880,transcript/5080,transcript/31280
1201_8	2	transcript/4438,transcript/7232
1201_2	3	transcript/8096,transcript/6561,transcript/6846
1201_10	4	transcript/5062,transcript/6878,transcript/13529,transcript/6323
1201_9	3	transcript/6351,transcript/6265,transcript/6390
120_0	8	transcript/25241,transcript/20433,transcript/21634,transcript/13541,transcript/25389,transcript/1185,transcript/22357,transcript/14286
1202_0	2	transcript/6643,transcript/4456
1204_0	2	transcript/4873,transcript/50096
1205_0	6	transcript/5845,transcript/11854,transcript/4913,transcript/11746,transcript/7636,transcript/8709
1205_1	6	transcript/9857,transcript/5049,transcript/4560,transcript/8692,transcript/8555,transcript/8474
1205_2	6	transcript/10728,transcript/8360,transcript/11164,transcript/7099,transcript/12557,transcript/7743
1206_0	3	transcript/16141,transcript/668,transcript/524
1208_1	2	transcript/4196,transcript/28668
1209_0	2	transcript/4068,transcript/5593
1209_1	3	transcript/9436,transcript/8948,transcript/6018
1210_0	2	transcript/4387,transcript/5037
1211_0	2	transcript/4534,transcript/5356
121_0	4	transcript/10519,transcript/1043,transcript/993,transcript/11561
12_0	3	transcript/882,transcript/645,transcript/697
1213_0	4	transcript/7095,transcript/5937,transcript/7360,transcript/5601
1214_0	2	transcript/4726,transcript/4501
1215_0	3	transcript/8182,transcript/4677,transcript/5675
1216_0	2	transcript/5274,transcript/6919
1217_0	3	transcript/4528,transcript/9274,transcript/7417
1220_0	6	transcript/7358,transcript/8285,transcript/8848,transcript/5826,transcript/7969,transcript/6475
1220_1	6	transcript/5139,transcript/4835,transcript/6317,transcript/6498,transcript/4857,transcript/5414
122_0	2	transcript/1141,transcript/6124
1222_0	2	transcript/4014,transcript/4371
1223_0	3	transcript/5346,transcript/6119,transcript/4537
1225_0	2	transcript/5827,transcript/4475
1226_0	8	transcript/4683,transcript/5497,transcript/6288,transcript/6171,transcript/5708,transcript/8311,transcript/17596,transcript/4059
1226_1	7	transcript/10666,transcript/6489,transcript/10012,transcript/6517,transcript/8694,transcript/11819,transcript/7880
1228_0	6	transcript/4752,transcript/7477,transcript/5047,transcript/5499,transcript/4606,transcript/9483
1229_0	2	transcript/4679,transcript/5698
1231_0	3	transcript/5163,transcript/4832,transcript/4968
123_0	4	transcript/1067,transcript/1031,transcript/15788,transcript/1540
1232_0	6	transcript/10092,transcript/4103,transcript/5479,transcript/6221,transcript/4614,transcript/5003
1234_0	2	transcript/9522,transcript/5996
1234_1	4	transcript/10379,transcript/4632,transcript/4775,transcript/44118
1235_0	10	transcript/4127,transcript/6086,transcript/5939,transcript/6326,transcript/10886,transcript/7849,transcript/6901,transcript/4704,transcript/20309,transcript/6680
1236_0	4	transcript/7031,transcript/10510,transcript/5459,transcript/7693
1236_2	3	transcript/5659,transcript/6372,transcript/5078
1237_0	2	transcript/4678,transcript/5400
1239_0	2	transcript/6003,transcript/5143
1241_0	6	transcript/9492,transcript/5319,transcript/4924,transcript/27072,transcript/6934,transcript/4273
124_0	6	transcript/1643,transcript/2069,transcript/2308,transcript/1054,transcript/1074,transcript/1076
1243_0	2	transcript/4477,transcript/5475
1244_0	2	transcript/6940,transcript/4648
1245_0	6	transcript/5853,transcript/7054,transcript/5646,transcript/7218,transcript/5265,transcript/5069
1247_0	7	transcript/7408,transcript/6135,transcript/5812,transcript/4647,transcript/4980,transcript/5419,transcript/11354
1247_8	5	transcript/6236,transcript/7907,transcript/6632,transcript/13895,transcript/7446
1248_0	6	transcript/5629,transcript/5564,transcript/4995,transcript/6269,transcript/5118,transcript/6441
1248_8	4	transcript/6230,transcript/5350,transcript/7444,transcript/6065
1248_3	5	transcript/4833,transcript/5605,transcript/6240,transcript/5557,transcript/7001
1249_0	3	transcript/4112,transcript/6009,transcript/5196
1249_2	2	transcript/5822,transcript/6519
1251_0	7	transcript/5430,transcript/5317,transcript/4694,transcript/6175,transcript/6594,transcript/7625,transcript/6468
1252_0	2	transcript/4915,transcript/4790
1253_0	3	transcript/4305,transcript/6077,transcript/4814
1254_0	4	transcript/5526,transcript/5908,transcript/4329,transcript/7236
1255_0	2	transcript/4811,transcript/8236
1256_0	10	transcript/3194,transcript/5561,transcript/7399,transcript/5045,transcript/43978,transcript/9770,transcript/4656,transcript/8962,transcript/7573,transcript/7786
1258_0	8	transcript/7085,transcript/4334,transcript/4883,transcript/5916,transcript/9686,transcript/5506,transcript/5258,transcript/6870
1259_0	2	transcript/9476,transcript/4720
1260_0	2	transcript/4746,transcript/5491
126_0	12	transcript/1995,transcript/3663,transcript/5599,transcript/7386,transcript/6704,transcript/3551,transcript/1080,transcript/29038,transcript/4257,transcript/2664,transcript/3894,transcript/4535
1262_0	4	transcript/4708,transcript/6928,transcript/5470,transcript/6139
1263_0	6	transcript/5487,transcript/4791,transcript/5017,transcript/6384,transcript/5171,transcript/6872
1265_0	2	transcript/4749,transcript/5393
1266_0	2	transcript/4886,transcript/5021
1267_0	5	transcript/5134,transcript/5836,transcript/50049,transcript/7827,transcript/4298
1268_0	4	transcript/4744,transcript/8867,transcript/4712,transcript/6459
1269_0	8	transcript/11336,transcript/12206,transcript/8938,transcript/8566,transcript/11392,transcript/10609,transcript/10231,transcript/7769
1269_2	2	transcript/4865,transcript/3025
1270_0	4	transcript/8616,transcript/4268,transcript/6047,transcript/5033
127_0	3	transcript/1656,transcript/2027,transcript/1176
127_2	2	transcript/3332,transcript/3026
1272_0	2	transcript/4778,transcript/5732
1273_0	2	transcript/4813,transcript/6742
1274_0	8	transcript/5618,transcript/4874,transcript/7178,transcript/6431,transcript/8960,transcript/7960,transcript/7835,transcript/7966
1275_0	2	transcript/4985,transcript/6006
1276_0	2	transcript/4551,transcript/5091
1277_0	2	transcript/5120,transcript/64008
1278_0	2	transcript/5170,transcript/5341
1279_0	2	transcript/4983,transcript/4616
1280_0	3	transcript/9325,transcript/9338,transcript/7719
1280_1	4	transcript/4805,transcript/5212,transcript/5200,transcript/8713
1281_0	7	transcript/4422,transcript/4636,transcript/6976,transcript/4463,transcript/6764,transcript/5363,transcript/11495
1283_0	2	transcript/10618,transcript/4776
1283_1	3	transcript/8635,transcript/9000,transcript/9888
1284_0	2	transcript/5505,transcript/4078
1285_0	3	transcript/6391,transcript/5638,transcript/4809
1286_0	2	transcript/4871,transcript/5454
1287_1	2	transcript/14789,transcript/4823
1288_0	2	transcript/50176,transcript/4852
1289_1	3	transcript/4999,transcript/7132,transcript/5828
1290_1	2	transcript/5888,transcript/5077
129_1	2	transcript/1171,transcript/965
1293_0	6	transcript/7511,transcript/6212,transcript/5603,transcript/4880,transcript/7867,transcript/4530
1294_0	7	transcript/6190,transcript/10820,transcript/6271,transcript/4911,transcript/5009,transcript/5098,transcript/6627
1295_0	3	transcript/5034,transcript/4815,transcript/4168
1297_0	2	transcript/5288,transcript/4902
1299_0	3	transcript/44754,transcript/4738,transcript/5866
1299_3	1	transcript/5054
1300_0	2	transcript/4843,transcript/5977
1302_0	2	transcript/5242,transcript/5630
1303_0	2	transcript/12109,transcript/9653
1307_0	5	transcript/4943,transcript/4876,transcript/6052,transcript/6991,transcript/10516
1307_5	2	transcript/5830,transcript/5943
1308_0	4	transcript/4936,transcript/7935,transcript/52026,transcript/5818
1310_0	2	transcript/4837,transcript/5657
131_1	2	transcript/1124,transcript/942
1312_0	4	transcript/5524,transcript/4966,transcript/647,transcript/45137
1313_0	5	transcript/7111,transcript/6325,transcript/4996,transcript/10580,transcript/11613
13_0	4	transcript/813,transcript/525,transcript/713,transcript/927
1314_0	2	transcript/6068,transcript/5087
1316_0	3	transcript/5359,transcript/4932,transcript/6056
1316_1	2	transcript/5652,transcript/6153
1318_0	3	transcript/4920,transcript/5308,transcript/5990
1319_0	4	transcript/302,transcript/452,transcript/344,transcript/353
1320_0	3	transcript/9730,transcript/10226,transcript/6789
1320_1	7	transcript/5984,transcript/6320,transcript/13295,transcript/7306,transcript/6906,transcript/5029,transcript/7709
1321_0	4	transcript/3898,transcript/6814,transcript/7537,transcript/5688
132_0	9	transcript/1104,transcript/779,transcript/1515,transcript/2254,transcript/1289,transcript/1077,transcript/1314,transcript/1201,transcript/2551
132_2	3	transcript/1723,transcript/1401,transcript/1597
1322_0	4	transcript/5706,transcript/8208,transcript/8100,transcript/6989
1325_0	9	transcript/6783,transcript/4946,transcript/5464,transcript/6403,transcript/6012,transcript/5976,transcript/7888,transcript/7593,transcript/9211
1325_1	6	transcript/15165,transcript/10673,transcript/12190,transcript/11994,transcript/10466,transcript/6591
1326_0	2	transcript/5060,transcript/5453
1329_1	7	transcript/5713,transcript/3943,transcript/7470,transcript/7551,transcript/5116,transcript/6579,transcript/7206
1331_0	9	transcript/1823,transcript/1335,transcript/1537,transcript/1787,transcript/1624,transcript/1349,transcript/2349,transcript/1638,transcript/2848
1331_1	11	transcript/1822,transcript/2183,transcript/2302,transcript/2307,transcript/1108,transcript/1824,transcript/1724,transcript/2807,transcript/62752,transcript/1765,transcript/3935
1331_99	6	transcript/29264,transcript/4942,transcript/6461,transcript/52574,transcript/26025,transcript/7900
1331_48	2	transcript/3418,transcript/2391
1331_101	9	transcript/2074,transcript/1772,transcript/2593,transcript/1306,transcript/2447,transcript/1725,transcript/1485,transcript/56390,transcript/1360
1331_81	4	transcript/1727,transcript/1691,transcript/1833,transcript/1927
1331_32	7	transcript/784,transcript/870,transcript/1336,transcript/1696,transcript/792,transcript/764,transcript/829
1331_40	4	transcript/5895,transcript/45120,transcript/43596,transcript/44359
1331_105	5	transcript/1669,transcript/2818,transcript/2513,transcript/1232,transcript/1611
1331_11	3	transcript/12897,transcript/56163,transcript/60269
1331_50	4	transcript/2231,transcript/2776,transcript/2054,transcript/1750
1331_64	5	transcript/3755,transcript/1355,transcript/2445,transcript/6292,transcript/3116
1331_45	2	transcript/62195,transcript/55858
1331_16	3	transcript/5674,transcript/3350,transcript/3678
1331_17	3	transcript/2399,transcript/1575,transcript/3027
1331_18	2	transcript/2311,transcript/20515
1331_67	2	transcript/37833,transcript/5093
1331_56	3	transcript/32596,transcript/46791,transcript/39652
1331_57	4	transcript/27509,transcript/18219,transcript/29077,transcript/53965
1331_88	4	transcript/20372,transcript/37526,transcript/21009,transcript/20830
1331_37	7	transcript/3238,transcript/2472,transcript/1493,transcript/2666,transcript/3285,transcript/2316,transcript/2843
1332_0	9	transcript/7491,transcript/6197,transcript/6648,transcript/6005,transcript/4339,transcript/6396,transcript/7465,transcript/8026,transcript/205
1333_1	3	transcript/8411,transcript/8367,transcript/40672
1333_2	3	transcript/7014,transcript/6214,transcript/4961
1334_0	2	transcript/5376,transcript/5083
1335_0	3	transcript/5538,transcript/5175,transcript/6787
1336_0	9	transcript/8396,transcript/5900,transcript/7721,transcript/5905,transcript/9373,transcript/6932,transcript/5368,transcript/6522,transcript/6748
1338_0	6	transcript/7256,transcript/4769,transcript/6502,transcript/5501,transcript/5950,transcript/6454
1338_3	2	transcript/6721,transcript/8247
1339_0	5	transcript/5665,transcript/5844,transcript/6954,transcript/4849,transcript/8302
1340_0	5	transcript/6651,transcript/9147,transcript/5067,transcript/4202,transcript/7952
1341_0	7	transcript/46904,transcript/9693,transcript/5236,transcript/3754,transcript/5768,transcript/6832,transcript/11475
134_0	5	transcript/1661,transcript/1475,transcript/1667,transcript/2148,transcript/30828
134_3	3	transcript/1004,transcript/1234,transcript/1943
1342_0	2	transcript/5704,transcript/5296
1343_0	2	transcript/6233,transcript/6915
1345_0	5	transcript/5496,transcript/8149,transcript/6201,transcript/6990,transcript/5275
1345_8	4	transcript/7611,transcript/59081,transcript/6078,transcript/7116
1346_0	6	transcript/46053,transcript/57194,transcript/48126,transcript/44792,transcript/5020,transcript/43607
1347_0	2	transcript/5027,transcript/37848
1347_1	3	transcript/20,transcript/11214,transcript/56910
1348_0	13	transcript/8507,transcript/8515,transcript/10319,transcript/5137,transcript/9002,transcript/5337,transcript/8263,transcript/5679,transcript/9298,transcript/7196,transcript/11038,transcript/7602,transcript/5964
1348_10	3	transcript/8424,transcript/8882,transcript/8659
1349_0	5	transcript/6134,transcript/10105,transcript/7454,transcript/5973,transcript/5502
1349_1	3	transcript/9964,transcript/18936,transcript/8467
1351_0	3	transcript/5108,transcript/5633,transcript/5612
135_0	34	transcript/1806,transcript/17854,transcript/25902,transcript/3357,transcript/1952,transcript/2486,transcript/1091,transcript/2751,transcript/2894,transcript/28816,transcript/2087,transcript/22991,transcript/1407,transcript/18224,transcript/62179,transcript/18287,transcript/17844,transcript/23567,transcript/4610,transcript/25854,transcript/28346,transcript/1920,transcript/24090,transcript/22133,transcript/23953,transcript/2251,transcript/2433,transcript/23116,transcript/17485,transcript/2379,transcript/2965,transcript/19382,transcript/2783,transcript/18721
1352_0	3	transcript/5320,transcript/5640,transcript/7069
1353_0	6	transcript/6708,transcript/6797,transcript/6776,transcript/5338,transcript/6449,transcript/7140
1354_0	2	transcript/4893,transcript/6523
1357_0	6	transcript/12003,transcript/9527,transcript/8455,transcript/12967,transcript/8576,transcript/14668
1357_1	7	transcript/11659,transcript/6085,transcript/9680,transcript/10337,transcript/17950,transcript/12224,transcript/12739
1358_0	3	transcript/4933,transcript/7185,transcript/6507
1358_3	2	transcript/5111,transcript/5821
1359_0	3	transcript/5282,transcript/5863,transcript/5953
1359_2	2	transcript/7186,transcript/6110
1359_4	1	transcript/66742
